Procedure date,Patient...2,MRN,D.O.B.,Age (days),Age (months) - days/30,Species,Procedure time (min),Total fluoro time (sec),ID,Weight,Procedure,Time,RADPAD,Patient_DAP,Occupation,Dose
2022-04-13T00:00:00Z,Spike,240485,2009-11-16T00:00:00Z,4531,151.0333333,Canine,103,340,33,8,PMI,5.666666667,N,1.56,Resident 1,41
2022-04-13T00:00:00Z,Spike,240485,2009-11-16T00:00:00Z,4531,151.0333333,Canine,103,340,33,8,PMI,5.666666667,N,1.56,Anesthesia,3.43
2022-04-20T00:00:00Z,Xena,472446,2022-01-17T00:00:00Z,93,3.1,Canine,68,263,34,8.5,PDA,4.383333333,N,1.68,Faculty,1.08
2022-04-20T00:00:00Z,Xena,472446,2022-01-17T00:00:00Z,93,3.1,Canine,68,263,34,8.5,PDA,4.383333333,N,1.68,Tech 1,0
2022-04-20T00:00:00Z,Xena,472446,2022-01-17T00:00:00Z,93,3.1,Canine,68,263,34,8.5,PDA,4.383333333,N,1.68,Resident 1,4
2022-04-20T00:00:00Z,Xena,472446,2022-01-17T00:00:00Z,93,3.1,Canine,68,263,34,8.5,PDA,4.383333333,N,1.68,TEE,1.67
2022-04-20T00:00:00Z,Xena,472446,2022-01-17T00:00:00Z,93,3.1,Canine,68,263,34,8.5,PDA,4.383333333,N,1.68,Anesthesia,4.82
2022-04-22T00:00:00Z,Bandit,472757,2017-12-20T00:00:00Z,1584,52.8,Canine,72,291,35,35.9,PMI,4.85,N,3.38,Faculty,3.58
2022-04-22T00:00:00Z,Bandit,472757,2017-12-20T00:00:00Z,1584,52.8,Canine,72,291,35,35.9,PMI,4.85,N,3.38,Tech 1,0
2022-04-22T00:00:00Z,Bandit,472757,2017-12-20T00:00:00Z,1584,52.8,Canine,72,291,35,35.9,PMI,4.85,N,3.38,Resident 1,17
2022-04-22T00:00:00Z,Bandit,472757,2017-12-20T00:00:00Z,1584,52.8,Canine,72,291,35,35.9,PMI,4.85,N,3.38,Anesthesia,0.33
2022-04-27T00:00:00Z,Paislee Mae,271742,2021-12-29T00:00:00Z,119,3.966666667,Canine,78,563,36,2.15,BPV,9.383333333,N,1.06,Faculty,3.61
2022-04-27T00:00:00Z,Paislee Mae,271742,2021-12-29T00:00:00Z,119,3.966666667,Canine,78,563,36,2.15,BPV,9.383333333,N,1.06,Tech 1,0
2022-04-27T00:00:00Z,Paislee Mae,271742,2021-12-29T00:00:00Z,119,3.966666667,Canine,78,563,36,2.15,BPV,9.383333333,N,1.06,Resident 1,6.91
2022-04-27T00:00:00Z,Paislee Mae,271742,2021-12-29T00:00:00Z,119,3.966666667,Canine,78,563,36,2.15,BPV,9.383333333,N,1.06,Resident 2,0.02
2022-04-27T00:00:00Z,Paislee Mae,271742,2021-12-29T00:00:00Z,119,3.966666667,Canine,78,563,36,2.15,BPV,9.383333333,N,1.06,Anesthesia,0.59
2022-05-04T00:00:00Z,Ella,272000,2022-01-05T00:00:00Z,119,3.966666667,Canine,115,414,37,2.39,PDA,6.9,N,1.13,Faculty,0.69
2022-05-04T00:00:00Z,Ella,272000,2022-01-05T00:00:00Z,119,3.966666667,Canine,115,414,37,2.39,PDA,6.9,N,1.13,Tech 1,0.15
2022-05-04T00:00:00Z,Ella,272000,2022-01-05T00:00:00Z,119,3.966666667,Canine,115,414,37,2.39,PDA,6.9,N,1.13,Resident 1,10.57
2022-05-04T00:00:00Z,Ella,272000,2022-01-05T00:00:00Z,119,3.966666667,Canine,115,414,37,2.39,PDA,6.9,N,1.13,Resident 2,0.18
2022-05-04T00:00:00Z,Ella,272000,2022-01-05T00:00:00Z,119,3.966666667,Canine,115,414,37,2.39,PDA,6.9,N,1.13,Anesthesia,0.97
2022-05-06T00:00:00Z,Princess,473292,2011-05-04T00:00:00Z,4020,134,Canine,68,15,38,24.8,PMI,0.25,N,0.39,Faculty,2.33
2022-05-06T00:00:00Z,Princess,473292,2011-05-04T00:00:00Z,4020,134,Canine,68,15,38,24.8,PMI,0.25,N,0.39,Resident 1,13.98
2022-05-06T00:00:00Z,Princess,473292,2011-05-04T00:00:00Z,4020,134,Canine,68,15,38,24.8,PMI,0.25,N,0.39,Anesthesia,0.03
2022-05-25T00:00:00Z,Daisy Joy,267024,2018-03-12T00:00:00Z,1535,51.16666667,Canine,65,223,39,25,PDA,3.716666667,N,6.05,Faculty,1
2022-05-25T00:00:00Z,Daisy Joy,267024,2018-03-12T00:00:00Z,1535,51.16666667,Canine,65,223,39,25,PDA,3.716666667,N,6.05,Tech 1,0.06
2022-05-25T00:00:00Z,Daisy Joy,267024,2018-03-12T00:00:00Z,1535,51.16666667,Canine,65,223,39,25,PDA,3.716666667,N,6.05,Resident 1,15.46
2022-05-25T00:00:00Z,Daisy Joy,267024,2018-03-12T00:00:00Z,1535,51.16666667,Canine,65,223,39,25,PDA,3.716666667,N,6.05,Resident 2,6.2
2022-05-25T00:00:00Z,Daisy Joy,267024,2018-03-12T00:00:00Z,1535,51.16666667,Canine,65,223,39,25,PDA,3.716666667,N,6.05,TEE,2.46
2022-05-25T00:00:00Z,Daisy Joy,267024,2018-03-12T00:00:00Z,1535,51.16666667,Canine,65,223,39,25,PDA,3.716666667,N,6.05,Anesthesia,20.04
2022-06-15T00:00:00Z,Snowball,472796,2018-04-21T00:00:00Z,1516,50.53333333,Canine,126,522,40,11.2,BPV,8.7,N,11.48,Faculty,0.08
2022-06-15T00:00:00Z,Snowball,472796,2018-04-21T00:00:00Z,1516,50.53333333,Canine,126,522,40,11.2,BPV,8.7,N,11.48,Tech 1,0.07
2022-06-15T00:00:00Z,Snowball,472796,2018-04-21T00:00:00Z,1516,50.53333333,Canine,126,522,40,11.2,BPV,8.7,N,11.48,Resident 1,4.81
2022-06-15T00:00:00Z,Snowball,472796,2018-04-21T00:00:00Z,1516,50.53333333,Canine,126,522,40,11.2,BPV,8.7,N,11.48,Resident 2,43.29
2022-06-15T00:00:00Z,Snowball,472796,2018-04-21T00:00:00Z,1516,50.53333333,Canine,126,522,40,11.2,BPV,8.7,N,11.48,TEE,0.18
2022-06-15T00:00:00Z,Snowball,472796,2018-04-21T00:00:00Z,1516,50.53333333,Canine,126,522,40,11.2,BPV,8.7,N,11.48,Anesthesia,40.73
2022-06-24T00:00:00Z,Cleopatra Rose,258677,2012-04-20T00:00:00Z,3717,123.9,Canine,150,277,41,6.4,PMI,4.616666667,N,1.96,Faculty,3.66
2022-06-24T00:00:00Z,Cleopatra Rose,258677,2012-04-20T00:00:00Z,3717,123.9,Canine,150,277,41,6.4,PMI,4.616666667,N,1.96,Resident 1,30.16
2022-06-24T00:00:00Z,Cleopatra Rose,258677,2012-04-20T00:00:00Z,3717,123.9,Canine,150,277,41,6.4,PMI,4.616666667,N,1.96,Anesthesia,2.08
2022-06-28T00:00:00Z,Tillie,267911,2021-06-22T00:00:00Z,371,12.36666667,Canine,130,509,42,15,PV Stent,8.483333333,N,7.96,Faculty,4.64
2022-06-28T00:00:00Z,Tillie,267911,2021-06-22T00:00:00Z,371,12.36666667,Canine,130,509,42,15,PV Stent,8.483333333,N,7.96,Resident 1,114.04
2022-06-28T00:00:00Z,Tillie,267911,2021-06-22T00:00:00Z,371,12.36666667,Canine,130,509,42,15,PV Stent,8.483333333,N,7.96,Resident 2,7.14
2022-06-28T00:00:00Z,Tillie,267911,2021-06-22T00:00:00Z,371,12.36666667,Canine,130,509,42,15,PV Stent,8.483333333,N,7.96,TEE,0.54
2022-06-28T00:00:00Z,Tillie,267911,2021-06-22T00:00:00Z,371,12.36666667,Canine,130,509,42,15,PV Stent,8.483333333,N,7.96,Anesthesia,8.14
2022-06-29T00:00:00Z,Benelli,474783,2021-11-24T00:00:00Z,217,7.233333333,Canine,59,783,43,24.2,BPV,13.05,N,15.53,Faculty,1.25
2022-06-29T00:00:00Z,Benelli,474783,2021-11-24T00:00:00Z,217,7.233333333,Canine,59,783,43,24.2,BPV,13.05,N,15.53,Tech 1,0.03
2022-06-29T00:00:00Z,Benelli,474783,2021-11-24T00:00:00Z,217,7.233333333,Canine,59,783,43,24.2,BPV,13.05,N,15.53,Resident 1,32.08
2022-06-29T00:00:00Z,Benelli,474783,2021-11-24T00:00:00Z,217,7.233333333,Canine,59,783,43,24.2,BPV,13.05,N,15.53,Resident 2,8.27
2022-06-29T00:00:00Z,Benelli,474783,2021-11-24T00:00:00Z,217,7.233333333,Canine,59,783,43,24.2,BPV,13.05,N,15.53,Anesthesia,11.64
2022-07-06T00:00:00Z,Gotti,474406,2022-02-22T00:00:00Z,134,4.466666667,Canine,105,1590,44,14.1,BPV,26.5,N,16.34,Faculty,16.18
2022-07-06T00:00:00Z,Gotti,474406,2022-02-22T00:00:00Z,134,4.466666667,Canine,105,1590,44,14.1,BPV,26.5,N,16.34,Tech 1,0.05
2022-07-06T00:00:00Z,Gotti,474406,2022-02-22T00:00:00Z,134,4.466666667,Canine,105,1590,44,14.1,BPV,26.5,N,16.34,Resident 1,143.51
2022-07-06T00:00:00Z,Gotti,474406,2022-02-22T00:00:00Z,134,4.466666667,Canine,105,1590,44,14.1,BPV,26.5,N,16.34,Resident 2,4.1
2022-07-06T00:00:00Z,Gotti,474406,2022-02-22T00:00:00Z,134,4.466666667,Canine,105,1590,44,14.1,BPV,26.5,N,16.34,Anesthesia,19.15
2022-07-07T00:00:00Z,Arthur,474405,2021-04-05T00:00:00Z,458,15.26666667,Canine,55,537,45,20,BPV,8.95,N,11.58,Faculty,2.53
2022-07-07T00:00:00Z,Arthur,474405,2021-04-05T00:00:00Z,458,15.26666667,Canine,55,537,45,20,BPV,8.95,N,11.58,Tech 1,0.03
2022-07-07T00:00:00Z,Arthur,474405,2021-04-05T00:00:00Z,458,15.26666667,Canine,55,537,45,20,BPV,8.95,N,11.58,Resident 1,19.51
2022-07-07T00:00:00Z,Arthur,474405,2021-04-05T00:00:00Z,458,15.26666667,Canine,55,537,45,20,BPV,8.95,N,11.58,Resident 2,7.22
2022-07-07T00:00:00Z,Arthur,474405,2021-04-05T00:00:00Z,458,15.26666667,Canine,55,537,45,20,BPV,8.95,N,11.58,Anesthesia,2.23
2022-07-13T00:00:00Z,Brice,474688,2021-11-15T00:00:00Z,240,8,Canine,60,499,46,8.2,BPV,8.316666667,N,3.39,Faculty,1.02
2022-07-13T00:00:00Z,Brice,474688,2021-11-15T00:00:00Z,240,8,Canine,60,499,46,8.2,BPV,8.316666667,N,3.39,Tech 1,1.4
2022-07-13T00:00:00Z,Brice,474688,2021-11-15T00:00:00Z,240,8,Canine,60,499,46,8.2,BPV,8.316666667,N,3.39,Resident 1,8.91
2022-07-13T00:00:00Z,Brice,474688,2021-11-15T00:00:00Z,240,8,Canine,60,499,46,8.2,BPV,8.316666667,N,3.39,Resident 2,0.3
2022-07-13T00:00:00Z,Brice,474688,2021-11-15T00:00:00Z,240,8,Canine,60,499,46,8.2,BPV,8.316666667,N,3.39,Anesthesia,3.64
2022-07-20T00:00:00Z,Bella,265219,2021-07-26T00:00:00Z,359,11.96666667,Canine,105,1518,47,3.5,BPV,25.3,N,3.49,Faculty,14.16
2022-07-20T00:00:00Z,Bella,265219,2021-07-26T00:00:00Z,359,11.96666667,Canine,105,1518,47,3.5,BPV,25.3,N,3.49,Tech 1,0.03
2022-07-20T00:00:00Z,Bella,265219,2021-07-26T00:00:00Z,359,11.96666667,Canine,105,1518,47,3.5,BPV,25.3,N,3.49,Resident 1,14.08
2022-07-20T00:00:00Z,Bella,265219,2021-07-26T00:00:00Z,359,11.96666667,Canine,105,1518,47,3.5,BPV,25.3,N,3.49,Resident 2,0.51
2022-07-20T00:00:00Z,Bella,265219,2021-07-26T00:00:00Z,359,11.96666667,Canine,105,1518,47,3.5,BPV,25.3,N,3.49,Anesthesia,2.63
2022-07-20T00:00:00Z,Charlie,475018,2022-01-27T00:00:00Z,174,5.8,Canine,40,307,48,16.4,BPV,5.116666667,N,3.15,Faculty,0.23
2022-07-20T00:00:00Z,Charlie,475018,2022-01-27T00:00:00Z,174,5.8,Canine,40,307,48,16.4,BPV,5.116666667,N,3.15,Resident 1,3.94
2022-07-20T00:00:00Z,Charlie,475018,2022-01-27T00:00:00Z,174,5.8,Canine,40,307,48,16.4,BPV,5.116666667,N,3.15,Resident 2,0.72
2022-07-20T00:00:00Z,Charlie,475018,2022-01-27T00:00:00Z,174,5.8,Canine,40,307,48,16.4,BPV,5.116666667,N,3.15,Anesthesia,4.48
2022-07-26T00:00:00Z,Fred,253645,2013-01-01T00:00:00Z,3493,116.4333333,Canine,90,581,49,49.6,PMI,9.683333333,N,16.23,Faculty,44.42
2022-07-26T00:00:00Z,Fred,253645,2013-01-01T00:00:00Z,3493,116.4333333,Canine,90,581,49,49.6,PMI,9.683333333,N,16.23,Tech 1,0.56
2022-07-26T00:00:00Z,Fred,253645,2013-01-01T00:00:00Z,3493,116.4333333,Canine,90,581,49,49.6,PMI,9.683333333,N,16.23,Resident 1,52.81
2022-07-26T00:00:00Z,Fred,253645,2013-01-01T00:00:00Z,3493,116.4333333,Canine,90,581,49,49.6,PMI,9.683333333,N,16.23,Resident 2,1.72
2022-07-26T00:00:00Z,Fred,253645,2013-01-01T00:00:00Z,3493,116.4333333,Canine,90,581,49,49.6,PMI,9.683333333,N,16.23,TEE,6.32
2022-07-26T00:00:00Z,Fred,253645,2013-01-01T00:00:00Z,3493,116.4333333,Canine,90,581,49,49.6,PMI,9.683333333,N,16.23,Anesthesia,9.22
2022-07-27T00:00:00Z,Karma,474297,2021-08-26T00:00:00Z,335,11.16666667,Canine,86,828,50,38.3,BPV,13.8,N,18.01,Faculty,0.02
2022-07-27T00:00:00Z,Karma,474297,2021-08-26T00:00:00Z,335,11.16666667,Canine,86,828,50,38.3,BPV,13.8,N,18.01,Tech 1,0.05
2022-07-27T00:00:00Z,Karma,474297,2021-08-26T00:00:00Z,335,11.16666667,Canine,86,828,50,38.3,BPV,13.8,N,18.01,Resident 1,42.98
2022-07-27T00:00:00Z,Karma,474297,2021-08-26T00:00:00Z,335,11.16666667,Canine,86,828,50,38.3,BPV,13.8,N,18.01,Resident 2,1.94
2022-07-27T00:00:00Z,Karma,474297,2021-08-26T00:00:00Z,335,11.16666667,Canine,86,828,50,38.3,BPV,13.8,N,18.01,Anesthesia,41.6
2022-07-27T00:00:00Z,Ruby,475256,2021-12-20T00:00:00Z,219,7.3,Canine,45,633,51,21.5,BPV,10.55,N,8.02,Faculty,0.03
2022-07-27T00:00:00Z,Ruby,475256,2021-12-20T00:00:00Z,219,7.3,Canine,45,633,51,21.5,BPV,10.55,N,8.02,Tech 1,0.01
2022-07-27T00:00:00Z,Ruby,475256,2021-12-20T00:00:00Z,219,7.3,Canine,45,633,51,21.5,BPV,10.55,N,8.02,Resident 1,30.29
2022-07-27T00:00:00Z,Ruby,475256,2021-12-20T00:00:00Z,219,7.3,Canine,45,633,51,21.5,BPV,10.55,N,8.02,Resident 2,0.97
2022-07-27T00:00:00Z,Ruby,475256,2021-12-20T00:00:00Z,219,7.3,Canine,45,633,51,21.5,BPV,10.55,N,8.02,Anesthesia,6.37
2022-08-03T00:00:00Z,Daisy,476580,2022-01-22T00:00:00Z,193,6.433333333,Canine,120,171,52,16,PDA,2.85,N,2.22,Faculty,0.15
2022-08-03T00:00:00Z,Daisy,476580,2022-01-22T00:00:00Z,193,6.433333333,Canine,120,171,52,16,PDA,2.85,N,2.22,Tech 1,0.03
2022-08-03T00:00:00Z,Daisy,476580,2022-01-22T00:00:00Z,193,6.433333333,Canine,120,171,52,16,PDA,2.85,N,2.22,Resident 1,2.61
2022-08-03T00:00:00Z,Daisy,476580,2022-01-22T00:00:00Z,193,6.433333333,Canine,120,171,52,16,PDA,2.85,N,2.22,Resident 2,0.13
2022-08-03T00:00:00Z,Daisy,476580,2022-01-22T00:00:00Z,193,6.433333333,Canine,120,171,52,16,PDA,2.85,N,2.22,TEE,1.43
2022-08-03T00:00:00Z,Daisy,476580,2022-01-22T00:00:00Z,193,6.433333333,Canine,120,171,52,16,PDA,2.85,N,2.22,Anesthesia,4.89
2022-08-04T00:00:00Z,Luna,476648,2022-01-29T00:00:00Z,187,6.233333333,Canine,56,207,53,12.6,PDA,3.45,N,5.04,Faculty,0.08
2022-08-04T00:00:00Z,Luna,476648,2022-01-29T00:00:00Z,187,6.233333333,Canine,56,207,53,12.6,PDA,3.45,N,5.04,Tech 1,0.02
2022-08-04T00:00:00Z,Luna,476648,2022-01-29T00:00:00Z,187,6.233333333,Canine,56,207,53,12.6,PDA,3.45,N,5.04,Resident 1,17.3
2022-08-04T00:00:00Z,Luna,476648,2022-01-29T00:00:00Z,187,6.233333333,Canine,56,207,53,12.6,PDA,3.45,N,5.04,Resident 2,1.59
2022-08-04T00:00:00Z,Luna,476648,2022-01-29T00:00:00Z,187,6.233333333,Canine,56,207,53,12.6,PDA,3.45,N,5.04,TEE,3.82
2022-08-04T00:00:00Z,Luna,476648,2022-01-29T00:00:00Z,187,6.233333333,Canine,56,207,53,12.6,PDA,3.45,N,5.04,Anesthesia,8.4
2022-08-10T00:00:00Z,Owl,476079,2022-02-01T00:00:00Z,190,6.333333333,Canine,65,468,54,3.21,BPV,7.8,N,1.2,Faculty,0.36
2022-08-10T00:00:00Z,Owl,476079,2022-02-01T00:00:00Z,190,6.333333333,Canine,65,468,54,3.21,BPV,7.8,N,1.2,Tech 1,0.08
2022-08-10T00:00:00Z,Owl,476079,2022-02-01T00:00:00Z,190,6.333333333,Canine,65,468,54,3.21,BPV,7.8,N,1.2,Resident 1,7.22
2022-08-10T00:00:00Z,Owl,476079,2022-02-01T00:00:00Z,190,6.333333333,Canine,65,468,54,3.21,BPV,7.8,N,1.2,Resident 2,2.69
2022-08-10T00:00:00Z,Owl,476079,2022-02-01T00:00:00Z,190,6.333333333,Canine,65,468,54,3.21,BPV,7.8,N,1.2,Anesthesia,0.74
2022-08-10T00:00:00Z,Nikki,475470,2020-12-27T00:00:00Z,591,19.7,Canine,45,454,55,24.2,BPV,7.566666667,N,5.9,Faculty,0.08
2022-08-10T00:00:00Z,Nikki,475470,2020-12-27T00:00:00Z,591,19.7,Canine,45,454,55,24.2,BPV,7.566666667,N,5.9,Tech 1,0.02
2022-08-10T00:00:00Z,Nikki,475470,2020-12-27T00:00:00Z,591,19.7,Canine,45,454,55,24.2,BPV,7.566666667,N,5.9,Resident 1,2.28
2022-08-10T00:00:00Z,Nikki,475470,2020-12-27T00:00:00Z,591,19.7,Canine,45,454,55,24.2,BPV,7.566666667,N,5.9,Resident 2,0
2022-08-10T00:00:00Z,Nikki,475470,2020-12-27T00:00:00Z,591,19.7,Canine,45,454,55,24.2,BPV,7.566666667,N,5.9,Anesthesia,3.71
2022-08-17T00:00:00Z,Felix,476035,2022-04-09T00:00:00Z,130,4.333333333,Canine,72,726,56,5.56,BPV,12.1,N,4.07,Faculty,1.54
2022-08-17T00:00:00Z,Felix,476035,2022-04-09T00:00:00Z,130,4.333333333,Canine,72,726,56,5.56,BPV,12.1,N,4.07,Tech 1,0.1
2022-08-17T00:00:00Z,Felix,476035,2022-04-09T00:00:00Z,130,4.333333333,Canine,72,726,56,5.56,BPV,12.1,N,4.07,Resident 1,7.32
2022-08-17T00:00:00Z,Felix,476035,2022-04-09T00:00:00Z,130,4.333333333,Canine,72,726,56,5.56,BPV,12.1,N,4.07,Resident 2,0.02
2022-08-17T00:00:00Z,Felix,476035,2022-04-09T00:00:00Z,130,4.333333333,Canine,72,726,56,5.56,BPV,12.1,N,4.07,Anesthesia,8.4
2022-08-18T00:00:00Z,Riley,477360,2016-02-14T00:00:00Z,2377,79.23333333,Canine,85,298,57,30.4,PMI,4.966666667,N,10.57,Faculty,0.28
2022-08-18T00:00:00Z,Riley,477360,2016-02-14T00:00:00Z,2377,79.23333333,Canine,85,298,57,30.4,PMI,4.966666667,N,10.57,Resident 1,23.63
2022-08-18T00:00:00Z,Riley,477360,2016-02-14T00:00:00Z,2377,79.23333333,Canine,85,298,57,30.4,PMI,4.966666667,N,10.57,Resident 2,3.05
2022-08-18T00:00:00Z,Riley,477360,2016-02-14T00:00:00Z,2377,79.23333333,Canine,85,298,57,30.4,PMI,4.966666667,N,10.57,TEE,1.33
2022-08-24T00:00:00Z,Sushi,476615,2021-09-01T00:00:00Z,357,11.9,Canine,59,784,58,6.5,BPV,13.06666667,N,2.24,Faculty,3.35
2022-08-24T00:00:00Z,Sushi,476615,2021-09-01T00:00:00Z,357,11.9,Canine,59,784,58,6.5,BPV,13.06666667,N,2.24,Tech 1,0.01
2022-08-24T00:00:00Z,Sushi,476615,2021-09-01T00:00:00Z,357,11.9,Canine,59,784,58,6.5,BPV,13.06666667,N,2.24,Resident 1,15.39
2022-08-24T00:00:00Z,Sushi,476615,2021-09-01T00:00:00Z,357,11.9,Canine,59,784,58,6.5,BPV,13.06666667,N,2.24,Resident 2,1.13
2022-08-24T00:00:00Z,Sushi,476615,2021-09-01T00:00:00Z,357,11.9,Canine,59,784,58,6.5,BPV,13.06666667,N,2.24,Anesthesia,1.79
2022-08-26T00:00:00Z,Nani,477746,2009-07-15T00:00:00Z,4790,159.6666667,Canine,108,629,59,8.7,PMI,10.48333333,N,2.49,Tech 1,0.01
2022-08-26T00:00:00Z,Nani,477746,2009-07-15T00:00:00Z,4790,159.6666667,Canine,108,629,59,8.7,PMI,10.48333333,N,2.49,Resident 1,36.96
2022-08-26T00:00:00Z,Nani,477746,2009-07-15T00:00:00Z,4790,159.6666667,Canine,108,629,59,8.7,PMI,10.48333333,N,2.49,TEE,0.08
2022-08-26T00:00:00Z,Nani,477746,2009-07-15T00:00:00Z,4790,159.6666667,Canine,108,629,59,8.7,PMI,10.48333333,N,2.49,Anesthesia,3.48
2022-09-07T00:00:00Z,Nessa,478048,2022-04-29T00:00:00Z,131,4.366666667,Canine,115,391,60,9.6,PDA,6.516666667,N,3.3,Faculty,1.41
2022-09-07T00:00:00Z,Nessa,478048,2022-04-29T00:00:00Z,131,4.366666667,Canine,115,391,60,9.6,PDA,6.516666667,N,3.3,Tech 1,0.01
2022-09-07T00:00:00Z,Nessa,478048,2022-04-29T00:00:00Z,131,4.366666667,Canine,115,391,60,9.6,PDA,6.516666667,N,3.3,Resident 1,7.37
2022-09-07T00:00:00Z,Nessa,478048,2022-04-29T00:00:00Z,131,4.366666667,Canine,115,391,60,9.6,PDA,6.516666667,N,3.3,Resident 2,0.53
2022-09-07T00:00:00Z,Nessa,478048,2022-04-29T00:00:00Z,131,4.366666667,Canine,115,391,60,9.6,PDA,6.516666667,N,3.3,TEE,2.79
2022-09-07T00:00:00Z,Nessa,478048,2022-04-29T00:00:00Z,131,4.366666667,Canine,115,391,60,9.6,PDA,6.516666667,N,3.3,Anesthesia,5.33
2022-09-07T00:00:00Z,Gwen,475746,2021-11-05T00:00:00Z,306,10.2,Canine,108,451,61,12.2,PDA,7.516666667,N,3.7,Faculty,0.12
2022-09-07T00:00:00Z,Gwen,475746,2021-11-05T00:00:00Z,306,10.2,Canine,108,451,61,12.2,PDA,7.516666667,N,3.7,Resident 1,4.38
2022-09-07T00:00:00Z,Gwen,475746,2021-11-05T00:00:00Z,306,10.2,Canine,108,451,61,12.2,PDA,7.516666667,N,3.7,Resident 2,0.08
2022-09-07T00:00:00Z,Gwen,475746,2021-11-05T00:00:00Z,306,10.2,Canine,108,451,61,12.2,PDA,7.516666667,N,3.7,TEE,3.2
2022-09-07T00:00:00Z,Gwen,475746,2021-11-05T00:00:00Z,306,10.2,Canine,108,451,61,12.2,PDA,7.516666667,N,3.7,Anesthesia,13.44
2022-09-09T00:00:00Z,Chance,478280,2010-08-26T00:00:00Z,4397,146.5666667,Canine,120,225,62,22.6,PMI,3.75,N,5.87,Faculty,5.64
2022-09-09T00:00:00Z,Chance,478280,2010-08-26T00:00:00Z,4397,146.5666667,Canine,120,225,62,22.6,PMI,3.75,N,5.87,Tech 1,0.03
2022-09-09T00:00:00Z,Chance,478280,2010-08-26T00:00:00Z,4397,146.5666667,Canine,120,225,62,22.6,PMI,3.75,N,5.87,Resident 1,48.39
2022-09-09T00:00:00Z,Chance,478280,2010-08-26T00:00:00Z,4397,146.5666667,Canine,120,225,62,22.6,PMI,3.75,N,5.87,Anesthesia,8.37
2022-09-14T00:00:00Z,Bodie,475746,2019-07-21T00:00:00Z,1151,38.36666667,Canine,60,384,63,34,BPV,6.4,N,11.45,Faculty,3.35
2022-09-14T00:00:00Z,Bodie,475746,2019-07-21T00:00:00Z,1151,38.36666667,Canine,60,384,63,34,BPV,6.4,N,11.45,Tech 1,0.01
2022-09-14T00:00:00Z,Bodie,475746,2019-07-21T00:00:00Z,1151,38.36666667,Canine,60,384,63,34,BPV,6.4,N,11.45,Resident 1,37.45
2022-09-14T00:00:00Z,Bodie,475746,2019-07-21T00:00:00Z,1151,38.36666667,Canine,60,384,63,34,BPV,6.4,N,11.45,Resident 2,1.79
2022-09-14T00:00:00Z,Bodie,475746,2019-07-21T00:00:00Z,1151,38.36666667,Canine,60,384,63,34,BPV,6.4,N,11.45,Anesthesia,21.01
2022-09-14T00:00:00Z,Beka,477611,2022-05-22T00:00:00Z,115,3.833333333,Canine,60,199,64,3.5,PDA,3.316666667,N,0.49,Faculty,0.13
2022-09-14T00:00:00Z,Beka,477611,2022-05-22T00:00:00Z,115,3.833333333,Canine,60,199,64,3.5,PDA,3.316666667,N,0.49,Tech 1,0.01
2022-09-14T00:00:00Z,Beka,477611,2022-05-22T00:00:00Z,115,3.833333333,Canine,60,199,64,3.5,PDA,3.316666667,N,0.49,Resident 1,4.43
2022-09-14T00:00:00Z,Beka,477611,2022-05-22T00:00:00Z,115,3.833333333,Canine,60,199,64,3.5,PDA,3.316666667,N,0.49,Resident 2,0.16
2022-09-14T00:00:00Z,Beka,477611,2022-05-22T00:00:00Z,115,3.833333333,Canine,60,199,64,3.5,PDA,3.316666667,N,0.49,TEE,0.35
2022-09-14T00:00:00Z,Beka,477611,2022-05-22T00:00:00Z,115,3.833333333,Canine,60,199,64,3.5,PDA,3.316666667,N,0.49,Anesthesia,3.41
2022-09-28T00:00:00Z,Nila,478546,2021-09-14T00:00:00Z,379,12.63333333,Canine,73,987,65,10.7,BPV,16.45,N,8.69,Faculty,0.02
2022-09-28T00:00:00Z,Nila,478546,2021-09-14T00:00:00Z,379,12.63333333,Canine,73,987,65,10.7,BPV,16.45,N,8.69,Tech 1,0.02
2022-09-28T00:00:00Z,Nila,478546,2021-09-14T00:00:00Z,379,12.63333333,Canine,73,987,65,10.7,BPV,16.45,N,8.69,Resident 1,9.03
2022-09-28T00:00:00Z,Nila,478546,2021-09-14T00:00:00Z,379,12.63333333,Canine,73,987,65,10.7,BPV,16.45,N,8.69,Resident 2,0.64
2022-09-28T00:00:00Z,Nila,478546,2021-09-14T00:00:00Z,379,12.63333333,Canine,73,987,65,10.7,BPV,16.45,N,8.69,Anesthesia,44.11
2022-10-05T00:00:00Z,Coalie,478553,2022-07-29T00:00:00Z,68,2.266666667,Canine,75,176,66,6.95,PDA,2.933333333,N,1.32,Faculty,0.1
2022-10-05T00:00:00Z,Coalie,478553,2022-07-29T00:00:00Z,68,2.266666667,Canine,75,176,66,6.95,PDA,2.933333333,N,1.32,Tech 1,0.01
2022-10-05T00:00:00Z,Coalie,478553,2022-07-29T00:00:00Z,68,2.266666667,Canine,75,176,66,6.95,PDA,2.933333333,N,1.32,Resident 1,7
2022-10-05T00:00:00Z,Coalie,478553,2022-07-29T00:00:00Z,68,2.266666667,Canine,75,176,66,6.95,PDA,2.933333333,N,1.32,Resident 2,0.49
2022-10-05T00:00:00Z,Coalie,478553,2022-07-29T00:00:00Z,68,2.266666667,Canine,75,176,66,6.95,PDA,2.933333333,N,1.32,TEE,1.69
